PO Number: 2518
Batch NO: 1563
SIM Type: ISIM
Circle: MU
SIM Quantity: 5000
SIM Subtype: RAW
Memory: 128K
SIM Size: 2FF+3FF+4FF
Card Type: SIM_DOM
SKU: 5656
Card Manufacturer: 386779
*************************************************
*          INPUT AND OUTPUT VARIABLES DESCRIPTION
*************************************************
IMPU	IMPI	IMSI	IMSII	ICCID	PIN1	PUK1	PIN2	PUK2	EncryptedKi	EncryptedOPC	TranskeyIndex	OPKeyIndex	MSN
SIP:405874052497315@ims.mnc874.mcc405.3gppnetwork.org	405874052497315@ims.mnc874.mcc405.3gppnetwork.org	405874052497315	405874052497315	89918740100000931249	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497316@ims.mnc874.mcc405.3gppnetwork.org	405874052497316@ims.mnc874.mcc405.3gppnetwork.org	405874052497316	405874052497316	89918740100000931259	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497317@ims.mnc874.mcc405.3gppnetwork.org	405874052497317@ims.mnc874.mcc405.3gppnetwork.org	405874052497317	405874052497317	89918740100000931269	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497318@ims.mnc874.mcc405.3gppnetwork.org	405874052497318@ims.mnc874.mcc405.3gppnetwork.org	405874052497318	405874052497318	89918740100000931279	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497319@ims.mnc874.mcc405.3gppnetwork.org	405874052497319@ims.mnc874.mcc405.3gppnetwork.org	405874052497319	405874052497319	89918740100000931289	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497320@ims.mnc874.mcc405.3gppnetwork.org	405874052497320@ims.mnc874.mcc405.3gppnetwork.org	405874052497320	405874052497320	89918740100000931299	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497321@ims.mnc874.mcc405.3gppnetwork.org	405874052497321@ims.mnc874.mcc405.3gppnetwork.org	405874052497321	405874052497321	89918740100000931309	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497322@ims.mnc874.mcc405.3gppnetwork.org	405874052497322@ims.mnc874.mcc405.3gppnetwork.org	405874052497322	405874052497322	89918740100000931319	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497323@ims.mnc874.mcc405.3gppnetwork.org	405874052497323@ims.mnc874.mcc405.3gppnetwork.org	405874052497323	405874052497323	89918740100000931329	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497324@ims.mnc874.mcc405.3gppnetwork.org	405874052497324@ims.mnc874.mcc405.3gppnetwork.org	405874052497324	405874052497324	89918740100000931339	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497325@ims.mnc874.mcc405.3gppnetwork.org	405874052497325@ims.mnc874.mcc405.3gppnetwork.org	405874052497325	405874052497325	89918740100000931349	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497326@ims.mnc874.mcc405.3gppnetwork.org	405874052497326@ims.mnc874.mcc405.3gppnetwork.org	405874052497326	405874052497326	89918740100000931359	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497327@ims.mnc874.mcc405.3gppnetwork.org	405874052497327@ims.mnc874.mcc405.3gppnetwork.org	405874052497327	405874052497327	89918740100000931369	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497328@ims.mnc874.mcc405.3gppnetwork.org	405874052497328@ims.mnc874.mcc405.3gppnetwork.org	405874052497328	405874052497328	89918740100000931379	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497329@ims.mnc874.mcc405.3gppnetwork.org	405874052497329@ims.mnc874.mcc405.3gppnetwork.org	405874052497329	405874052497329	89918740100000931389	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497330@ims.mnc874.mcc405.3gppnetwork.org	405874052497330@ims.mnc874.mcc405.3gppnetwork.org	405874052497330	405874052497330	89918740100000931399	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497331@ims.mnc874.mcc405.3gppnetwork.org	405874052497331@ims.mnc874.mcc405.3gppnetwork.org	405874052497331	405874052497331	89918740100000931409	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497332@ims.mnc874.mcc405.3gppnetwork.org	405874052497332@ims.mnc874.mcc405.3gppnetwork.org	405874052497332	405874052497332	89918740100000931419	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497333@ims.mnc874.mcc405.3gppnetwork.org	405874052497333@ims.mnc874.mcc405.3gppnetwork.org	405874052497333	405874052497333	89918740100000931429	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497334@ims.mnc874.mcc405.3gppnetwork.org	405874052497334@ims.mnc874.mcc405.3gppnetwork.org	405874052497334	405874052497334	89918740100000931439	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497335@ims.mnc874.mcc405.3gppnetwork.org	405874052497335@ims.mnc874.mcc405.3gppnetwork.org	405874052497335	405874052497335	89918740100000931449	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497336@ims.mnc874.mcc405.3gppnetwork.org	405874052497336@ims.mnc874.mcc405.3gppnetwork.org	405874052497336	405874052497336	89918740100000931459	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497337@ims.mnc874.mcc405.3gppnetwork.org	405874052497337@ims.mnc874.mcc405.3gppnetwork.org	405874052497337	405874052497337	89918740100000931469	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497338@ims.mnc874.mcc405.3gppnetwork.org	405874052497338@ims.mnc874.mcc405.3gppnetwork.org	405874052497338	405874052497338	89918740100000931479	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497339@ims.mnc874.mcc405.3gppnetwork.org	405874052497339@ims.mnc874.mcc405.3gppnetwork.org	405874052497339	405874052497339	89918740100000931489	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497340@ims.mnc874.mcc405.3gppnetwork.org	405874052497340@ims.mnc874.mcc405.3gppnetwork.org	405874052497340	405874052497340	89918740100000931499	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497341@ims.mnc874.mcc405.3gppnetwork.org	405874052497341@ims.mnc874.mcc405.3gppnetwork.org	405874052497341	405874052497341	89918740100000931509	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497342@ims.mnc874.mcc405.3gppnetwork.org	405874052497342@ims.mnc874.mcc405.3gppnetwork.org	405874052497342	405874052497342	89918740100000931519	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497343@ims.mnc874.mcc405.3gppnetwork.org	405874052497343@ims.mnc874.mcc405.3gppnetwork.org	405874052497343	405874052497343	89918740100000931529	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497344@ims.mnc874.mcc405.3gppnetwork.org	405874052497344@ims.mnc874.mcc405.3gppnetwork.org	405874052497344	405874052497344	89918740100000931539	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497345@ims.mnc874.mcc405.3gppnetwork.org	405874052497345@ims.mnc874.mcc405.3gppnetwork.org	405874052497345	405874052497345	89918740100000931549	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497346@ims.mnc874.mcc405.3gppnetwork.org	405874052497346@ims.mnc874.mcc405.3gppnetwork.org	405874052497346	405874052497346	89918740100000931559	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497347@ims.mnc874.mcc405.3gppnetwork.org	405874052497347@ims.mnc874.mcc405.3gppnetwork.org	405874052497347	405874052497347	89918740100000931569	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497348@ims.mnc874.mcc405.3gppnetwork.org	405874052497348@ims.mnc874.mcc405.3gppnetwork.org	405874052497348	405874052497348	89918740100000931579	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497349@ims.mnc874.mcc405.3gppnetwork.org	405874052497349@ims.mnc874.mcc405.3gppnetwork.org	405874052497349	405874052497349	89918740100000931589	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497350@ims.mnc874.mcc405.3gppnetwork.org	405874052497350@ims.mnc874.mcc405.3gppnetwork.org	405874052497350	405874052497350	89918740100000931599	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497351@ims.mnc874.mcc405.3gppnetwork.org	405874052497351@ims.mnc874.mcc405.3gppnetwork.org	405874052497351	405874052497351	89918740100000931609	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497352@ims.mnc874.mcc405.3gppnetwork.org	405874052497352@ims.mnc874.mcc405.3gppnetwork.org	405874052497352	405874052497352	89918740100000931619	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497353@ims.mnc874.mcc405.3gppnetwork.org	405874052497353@ims.mnc874.mcc405.3gppnetwork.org	405874052497353	405874052497353	89918740100000931629	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497354@ims.mnc874.mcc405.3gppnetwork.org	405874052497354@ims.mnc874.mcc405.3gppnetwork.org	405874052497354	405874052497354	89918740100000931639	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497355@ims.mnc874.mcc405.3gppnetwork.org	405874052497355@ims.mnc874.mcc405.3gppnetwork.org	405874052497355	405874052497355	89918740100000931649	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497356@ims.mnc874.mcc405.3gppnetwork.org	405874052497356@ims.mnc874.mcc405.3gppnetwork.org	405874052497356	405874052497356	89918740100000931659	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497357@ims.mnc874.mcc405.3gppnetwork.org	405874052497357@ims.mnc874.mcc405.3gppnetwork.org	405874052497357	405874052497357	89918740100000931669	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497358@ims.mnc874.mcc405.3gppnetwork.org	405874052497358@ims.mnc874.mcc405.3gppnetwork.org	405874052497358	405874052497358	89918740100000931679	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497359@ims.mnc874.mcc405.3gppnetwork.org	405874052497359@ims.mnc874.mcc405.3gppnetwork.org	405874052497359	405874052497359	89918740100000931689	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497360@ims.mnc874.mcc405.3gppnetwork.org	405874052497360@ims.mnc874.mcc405.3gppnetwork.org	405874052497360	405874052497360	89918740100000931699	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497361@ims.mnc874.mcc405.3gppnetwork.org	405874052497361@ims.mnc874.mcc405.3gppnetwork.org	405874052497361	405874052497361	89918740100000931709	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497362@ims.mnc874.mcc405.3gppnetwork.org	405874052497362@ims.mnc874.mcc405.3gppnetwork.org	405874052497362	405874052497362	89918740100000931719	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497363@ims.mnc874.mcc405.3gppnetwork.org	405874052497363@ims.mnc874.mcc405.3gppnetwork.org	405874052497363	405874052497363	89918740100000931729	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497364@ims.mnc874.mcc405.3gppnetwork.org	405874052497364@ims.mnc874.mcc405.3gppnetwork.org	405874052497364	405874052497364	89918740100000931739	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497365@ims.mnc874.mcc405.3gppnetwork.org	405874052497365@ims.mnc874.mcc405.3gppnetwork.org	405874052497365	405874052497365	89918740100000931749	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497366@ims.mnc874.mcc405.3gppnetwork.org	405874052497366@ims.mnc874.mcc405.3gppnetwork.org	405874052497366	405874052497366	89918740100000931759	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497367@ims.mnc874.mcc405.3gppnetwork.org	405874052497367@ims.mnc874.mcc405.3gppnetwork.org	405874052497367	405874052497367	89918740100000931769	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497368@ims.mnc874.mcc405.3gppnetwork.org	405874052497368@ims.mnc874.mcc405.3gppnetwork.org	405874052497368	405874052497368	89918740100000931779	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497369@ims.mnc874.mcc405.3gppnetwork.org	405874052497369@ims.mnc874.mcc405.3gppnetwork.org	405874052497369	405874052497369	89918740100000931789	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497370@ims.mnc874.mcc405.3gppnetwork.org	405874052497370@ims.mnc874.mcc405.3gppnetwork.org	405874052497370	405874052497370	89918740100000931799	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497371@ims.mnc874.mcc405.3gppnetwork.org	405874052497371@ims.mnc874.mcc405.3gppnetwork.org	405874052497371	405874052497371	89918740100000931809	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497372@ims.mnc874.mcc405.3gppnetwork.org	405874052497372@ims.mnc874.mcc405.3gppnetwork.org	405874052497372	405874052497372	89918740100000931819	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497373@ims.mnc874.mcc405.3gppnetwork.org	405874052497373@ims.mnc874.mcc405.3gppnetwork.org	405874052497373	405874052497373	89918740100000931829	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497374@ims.mnc874.mcc405.3gppnetwork.org	405874052497374@ims.mnc874.mcc405.3gppnetwork.org	405874052497374	405874052497374	89918740100000931839	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497375@ims.mnc874.mcc405.3gppnetwork.org	405874052497375@ims.mnc874.mcc405.3gppnetwork.org	405874052497375	405874052497375	89918740100000931849	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497376@ims.mnc874.mcc405.3gppnetwork.org	405874052497376@ims.mnc874.mcc405.3gppnetwork.org	405874052497376	405874052497376	89918740100000931859	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497377@ims.mnc874.mcc405.3gppnetwork.org	405874052497377@ims.mnc874.mcc405.3gppnetwork.org	405874052497377	405874052497377	89918740100000931869	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497378@ims.mnc874.mcc405.3gppnetwork.org	405874052497378@ims.mnc874.mcc405.3gppnetwork.org	405874052497378	405874052497378	89918740100000931879	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497379@ims.mnc874.mcc405.3gppnetwork.org	405874052497379@ims.mnc874.mcc405.3gppnetwork.org	405874052497379	405874052497379	89918740100000931889	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497380@ims.mnc874.mcc405.3gppnetwork.org	405874052497380@ims.mnc874.mcc405.3gppnetwork.org	405874052497380	405874052497380	89918740100000931899	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497381@ims.mnc874.mcc405.3gppnetwork.org	405874052497381@ims.mnc874.mcc405.3gppnetwork.org	405874052497381	405874052497381	89918740100000931909	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497382@ims.mnc874.mcc405.3gppnetwork.org	405874052497382@ims.mnc874.mcc405.3gppnetwork.org	405874052497382	405874052497382	89918740100000931919	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497383@ims.mnc874.mcc405.3gppnetwork.org	405874052497383@ims.mnc874.mcc405.3gppnetwork.org	405874052497383	405874052497383	89918740100000931929	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497384@ims.mnc874.mcc405.3gppnetwork.org	405874052497384@ims.mnc874.mcc405.3gppnetwork.org	405874052497384	405874052497384	89918740100000931939	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497385@ims.mnc874.mcc405.3gppnetwork.org	405874052497385@ims.mnc874.mcc405.3gppnetwork.org	405874052497385	405874052497385	89918740100000931949	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497386@ims.mnc874.mcc405.3gppnetwork.org	405874052497386@ims.mnc874.mcc405.3gppnetwork.org	405874052497386	405874052497386	89918740100000931959	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497387@ims.mnc874.mcc405.3gppnetwork.org	405874052497387@ims.mnc874.mcc405.3gppnetwork.org	405874052497387	405874052497387	89918740100000931969	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497388@ims.mnc874.mcc405.3gppnetwork.org	405874052497388@ims.mnc874.mcc405.3gppnetwork.org	405874052497388	405874052497388	89918740100000931979	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497389@ims.mnc874.mcc405.3gppnetwork.org	405874052497389@ims.mnc874.mcc405.3gppnetwork.org	405874052497389	405874052497389	89918740100000931989	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497390@ims.mnc874.mcc405.3gppnetwork.org	405874052497390@ims.mnc874.mcc405.3gppnetwork.org	405874052497390	405874052497390	89918740100000931999	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497391@ims.mnc874.mcc405.3gppnetwork.org	405874052497391@ims.mnc874.mcc405.3gppnetwork.org	405874052497391	405874052497391	89918740100000932009	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497392@ims.mnc874.mcc405.3gppnetwork.org	405874052497392@ims.mnc874.mcc405.3gppnetwork.org	405874052497392	405874052497392	89918740100000932019	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497393@ims.mnc874.mcc405.3gppnetwork.org	405874052497393@ims.mnc874.mcc405.3gppnetwork.org	405874052497393	405874052497393	89918740100000932029	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497394@ims.mnc874.mcc405.3gppnetwork.org	405874052497394@ims.mnc874.mcc405.3gppnetwork.org	405874052497394	405874052497394	89918740100000932039	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497395@ims.mnc874.mcc405.3gppnetwork.org	405874052497395@ims.mnc874.mcc405.3gppnetwork.org	405874052497395	405874052497395	89918740100000932049	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497396@ims.mnc874.mcc405.3gppnetwork.org	405874052497396@ims.mnc874.mcc405.3gppnetwork.org	405874052497396	405874052497396	89918740100000932059	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497397@ims.mnc874.mcc405.3gppnetwork.org	405874052497397@ims.mnc874.mcc405.3gppnetwork.org	405874052497397	405874052497397	89918740100000932069	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497398@ims.mnc874.mcc405.3gppnetwork.org	405874052497398@ims.mnc874.mcc405.3gppnetwork.org	405874052497398	405874052497398	89918740100000932079	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497399@ims.mnc874.mcc405.3gppnetwork.org	405874052497399@ims.mnc874.mcc405.3gppnetwork.org	405874052497399	405874052497399	89918740100000932089	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497400@ims.mnc874.mcc405.3gppnetwork.org	405874052497400@ims.mnc874.mcc405.3gppnetwork.org	405874052497400	405874052497400	89918740100000932099	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497401@ims.mnc874.mcc405.3gppnetwork.org	405874052497401@ims.mnc874.mcc405.3gppnetwork.org	405874052497401	405874052497401	89918740100000932109	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497402@ims.mnc874.mcc405.3gppnetwork.org	405874052497402@ims.mnc874.mcc405.3gppnetwork.org	405874052497402	405874052497402	89918740100000932119	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497403@ims.mnc874.mcc405.3gppnetwork.org	405874052497403@ims.mnc874.mcc405.3gppnetwork.org	405874052497403	405874052497403	89918740100000932129	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497404@ims.mnc874.mcc405.3gppnetwork.org	405874052497404@ims.mnc874.mcc405.3gppnetwork.org	405874052497404	405874052497404	89918740100000932139	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497405@ims.mnc874.mcc405.3gppnetwork.org	405874052497405@ims.mnc874.mcc405.3gppnetwork.org	405874052497405	405874052497405	89918740100000932149	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497406@ims.mnc874.mcc405.3gppnetwork.org	405874052497406@ims.mnc874.mcc405.3gppnetwork.org	405874052497406	405874052497406	89918740100000932159	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497407@ims.mnc874.mcc405.3gppnetwork.org	405874052497407@ims.mnc874.mcc405.3gppnetwork.org	405874052497407	405874052497407	89918740100000932169	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497408@ims.mnc874.mcc405.3gppnetwork.org	405874052497408@ims.mnc874.mcc405.3gppnetwork.org	405874052497408	405874052497408	89918740100000932179	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052497409@ims.mnc874.mcc405.3gppnetwork.org	405874052497409@ims.mnc874.mcc405.3gppnetwork.org	405874052497409	405874052497409	89918740100000932189	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
